ts,id,district,fwy,dir,lane_type,length,samples,pct_obs,flow,occ,speed,l1_samples,l1_flow,l1_occ,l1_speed,l1_obs,l2_samples,l2_flow,l2_occ,l2_speed,l2_obs,l3_samples,l3_flow,l3_occ,l3_speed,l3_obs,l4_samples,l4_flow,l4_occ,l4_speed,l4_obs,l5_samples,l5_flow,l5_occ,l5_speed,l5_obs,l6_samples,l6_flow,l6_occ,l6_speed,l6_obs,l7_samples,l7_flow,l7_occ,l7_speed,l7_obs,l8_samples,l8_flow,l8_occ,l8_speed,l8_obs
2026-01-06 03:20:00,421238,4,580,E,ML,3.005,30,67,40.0,0.0115,62.7,10,1.0,0.0005,71.9,1,10.0,8.0,0.0048,69.6,1,10.0,31.0,0.0292,60.6,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:25:00,421237,4,580,E,ML,1.513,30,67,35.0,0.014,61.9,10,1.0,0.0008,71.6,1,10.0,5.0,0.0098,67.4,1,10.0,29.0,0.0315,60.7,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:25:00,421238,4,580,E,ML,3.005,30,67,40.0,0.0113,63.4,10,4.0,0.0019,71.9,1,10.0,6.0,0.0037,69.6,1,10.0,30.0,0.0284,61.1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:30:00,421237,4,580,E,ML,1.513,30,67,47.0,0.0151,63.4,10,5.0,0.0032,71.7,1,10.0,8.0,0.009,68.6,1,10.0,34.0,0.0332,61.0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:30:00,421238,4,580,E,ML,3.005,30,67,48.0,0.0134,63.9,10,3.0,0.0014,71.9,1,10.0,12.0,0.0071,69.7,1,10.0,33.0,0.0318,61.1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:35:00,421237,4,580,E,ML,1.513,30,67,46.0,0.0178,63.0,10,6.0,0.0038,71.8,1,10.0,8.0,0.0153,66.7,1,10.0,32.0,0.0344,60.4,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:35:00,421238,4,580,E,ML,3.005,30,67,53.0,0.0142,64.4,10,7.0,0.0035,71.8,1,10.0,13.0,0.0082,69.6,1,10.0,33.0,0.0309,60.7,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:40:00,421237,4,580,E,ML,1.513,30,67,55.0,0.0198,63.5,10,9.0,0.0063,71.6,1,10.0,12.0,0.0175,66.4,1,10.0,34.0,0.0356,60.3,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:40:00,421238,4,580,E,ML,3.005,30,67,41.0,0.0123,62.9,10,2.0,0.0011,71.7,1,10.0,8.0,0.0056,69.4,1,10.0,31.0,0.0303,60.7,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:45:00,421237,4,580,E,ML,1.513,30,67,55.0,0.0191,63.4,10,6.0,0.0033,71.9,1,10.0,14.0,0.0177,67.2,1,10.0,35.0,0.0364,60.5,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:45:00,421238,4,580,E,ML,3.005,30,67,59.0,0.0159,64.5,10,9.0,0.0044,71.8,1,10.0,15.0,0.0105,69.1,1,10.0,35.0,0.0329,60.6,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
